"filename","lexical_density_types","lexical_density_tokens","simple_ttr_aw","simple_ttr_cw","root_ttr_fw","mattr50_cw","hdd42_aw","hdd42_cw","hdd42_fw","mtld_original_aw","mtld_original_cw","mtld_ma_bi_aw","mtld_ma_bi_cw","mtld_ma_bi_fw"
"48.txt",0.393410852713178,0.576073283230655,0.792778649921507,0.756939234808702,0.731616689764484,0.717562003634627,0.886036095075302,0.8549299505992,0.927714610832424,0.780811906691465,0.16719441924265,0.519354935318304,0.081188595373595,0.311939907218154
"217.txt",0.601225887867316,0.44110342262893,0.369747899159664,0.534437663469922,0.073145748662943,0.512523411468631,0.199594270276429,0,0.562553483701956,0.10356333282823,0.0506866072940827,0.213015368620356,0.119989441284283,0.0637168967691733
"207.txt",0.559031350758044,0.329640386707445,0.386363636363636,0.634650235592606,0.668223312509698,0.79966258364523,0.731893364126431,0.904070682305088,0.847207662221564,0.743984594807488,0.28708350761847,0.538606249679323,0,0.424460640312242
"64.txt",0.644444444444444,0.685149874872775,0.632011967090501,0.670698924731183,0.934516721228727,0.737332860359219,0.943175472825731,0.885172779579193,0.952634344141333,0.916361100372615,0.341823523289404,0.575143114516867,0.166675410502263,0.30209013519275
"70.txt",0.591836734693878,0.295262147072187,0.149911816578483,0.358198924731183,0.363186520338622,0.513816394344581,0.390082728449961,0.791182323630071,0.706974116948369,0.188398115657222,0.0621301405938295,0.283469963593166,0.233552868592621,0.127237535804969
"58.txt",0.843472868217054,0.339526673371785,0.25974025974026,0.629032258064516,0.361172410894278,0.781949012639724,0.466721381852396,0.907522626682798,0.68759257234658,0.262724242258609,0.368876504007085,0.334123903928125,0,0.121540672974063
"159.txt",0.678960144076423,0.654585002651657,0.519102990033223,0.587855787476281,0.648370052516311,0.621195796000151,0.731914657106211,0.84557932194079,0.83622305474831,0.575995846252854,0.234565701077917,0.437370970906789,0.467944000868277,0.214776059211135
"165.txt",0.224806201550388,0.0916371892325834,0.30952380952381,0.538868323638287,0.638860961138787,0.529044270537975,0.617067542417856,0.810780789159739,0.879227150754357,0.358835664109438,0.102906732089947,0.436486318425147,0.266442828974682,0.588583243164469
"171.txt",0.639833035181872,0.648608391773353,0.255863539445629,0.260345389377648,0.457791654260083,0.471418849948962,0.516336147453599,0.717582625063919,0.787353825963443,0.357279035671503,0.0689344783474942,0.387693795825192,0.259483023897977,0.239705913670466
"170.txt",0.630907726931733,0.585933395778052,0.601131541725601,0.712365591397849,0.39359533301151,0.676486711277456,0.71574242126259,0.847673129293131,0.757769024013075,0.497409819656521,0.166520208238827,0.427534932463677,0,0.237644280258564
"164.txt",0.317034386801829,0.647340327952134,0.591517857142857,0.430619559651818,0.88501300510432,0.494377744292681,0.698488036225217,0.726852246359204,0.975780124622045,0.508737910368088,0.0473340252920899,0.445882503724053,0.226020028565047,0.299067681595945
"158.txt",0.551797040169133,0.414539571621555,0.284503631961259,0.416160970935803,0.612697700947066,0.672706135873881,0.645091775946018,0.853732588746295,0.802471116345424,0.557741431307624,0.118271589304505,0.466321424579106,0.413486750521438,0.218393773199844
"59.txt",0.799568448813234,0.630573706316015,0.319829424307036,0.435154707044108,0.376462316470929,0.679056923892388,0.534917428073293,0.809957896649028,0.703726476351529,0.389555893815096,0.115001188084592,0.381946724667667,0.401176567757559,0.11717381821179
"71.txt",0.281599347205223,0.685564714431831,0.398126463700234,0.194249649368864,0.973525733313913,0.390102629434153,0.725167825396666,0.690138836855734,1,0.439213955662507,0.0541118527639168,0.442517072604515,0.205543604122161,0.464860757550838
"65.txt",0.67122986420364,0.384535743574205,0.0684678016284234,0.215452011150936,0.486568520292492,0.486665442161711,0.569398510407247,0.835388523668998,0.766517204508951,0.228951643248216,0.0702489922271659,0.275147491604309,0.260797586028621,0.139765676382189
"206.txt",0.76979093258163,0.499348563105039,0.386325736520289,0.611790878754171,0.613045741558359,0.863494707476568,0.835140664064103,0.922532357384521,0.85669835278466,0.76406751165727,0.369372475320243,0.650440500774063,0,0.30735523625248
"212.txt",0.593718942556152,0.363162852983082,0.438423645320197,0.695698924731183,0.41859846013936,0.732056873601616,0.61786286181963,0.880454400624359,0.761707640449688,0.417553650620478,0.20978416740195,0.473183722213659,0,0.310969255067618
"238.txt",0.384668389319552,0.117972454278618,0.521978021978022,0.943847072879331,0.683645323772824,0.876148349778836,0.534566537811358,0.967031077167724,0.799457509824585,0.402704279849575,0.494605231892511,0.354277011787436,0,0.127054253694323
"204.txt",0.371618414807784,0.21305941913841,0.164375373580395,0.320043494019572,0.537139718437322,0.365628898718384,0.445122472447558,0.763113212599691,0.777770580527379,0.22558872323825,0.0346115013938528,0.262860654396511,0.145803930570902,0.174722307165346
"210.txt",0.368045551210811,0.592932848286801,0.290456431535269,0.189901823281908,0.901452631223183,0.475708084588656,0.819516639744717,0.760913804894407,0.980797132499579,0.67451620168766,0.0984259115651604,0.618029696176282,0.241963123803626,0.725027571377355
"73.txt",0.81010045410761,0.213333319742086,0.103192518542406,0.486608015640274,0.439967999769886,0.776688255055868,0.640532117619364,0.918448795448741,0.810831804058806,0.310974179607083,0.240101789901055,0.33215585327521,0.849068358224456,0.18426290368796
"67.txt",0.660220318237454,0.48951322060376,0.386100386100386,0.550719005052468,0.495433932512207,0.646311603920234,0.548925424383166,0.849621853415874,0.724311189004721,0.45310464830508,0.192940661232948,0.345018026915097,0.474201536682071,0.133568935569285
"199.txt",0.486398872445384,0.430729894491466,0.347490347490347,0.441532258064516,0.732112177782085,0.595380297732378,0.759586199776545,0.841512187682023,0.874313017584916,0.460525395109457,0.172508216923659,0.439145808606364,0.330392478395324,0.282303595479048
"9.txt",0.856693903205531,0.853355114906654,0.840336134453781,0.914746543778802,0.0915589471561397,0.862983846141382,0.597615183463585,0,0,0.441894159161969,0.195286544401962,0.37091563328239,0,0.0435626312523446
"172.txt",0.568330284818396,0.373579438548958,0.610119047619048,0.895698924731183,0.633583648907763,0.929763782775011,0.77795331439133,0.956855827419993,0.844022137242193,0.668385086094336,0.430518652928088,0.588808746265806,0,0.391592319553955
"98.txt",0.634354133087727,0.385662677805374,0.367857142857143,0.605222734254993,0.516924067509493,0.795055007372122,0.632732508796514,0.882501864262753,0.774261614897996,0.54320162180201,0.250519713367228,0.449752782600803,0,0.242187584808012
"166.txt",0.224806201550388,0,0.274725274725275,0.600730371272063,0.516924067509493,0.581263468299875,0.58006425424158,0.820935020902162,0.85197332487833,0.424281203434744,0.133566899963277,0.369512678004095,0.336932670800419,0.352546121959709
"99.txt",0.374677002583979,0.479125805547773,0.524956970740103,0.534437663469922,0.884264806923122,0.634342746966088,0.811027000361589,0.823665824666795,0.933110755950549,0.466467012425289,0.145291434878919,0.487417870571434,0.31143945185311,0.39794683298727
"167.txt",0.686355217122864,0.631453447070032,0.270034843205575,0.31236559139785,0.562771724340987,0.569322707254072,0.615776181932086,0.776646208105681,0.813444521227582,0.481211891017133,0.0851100598362604,0.431695804006075,0.309553525699225,0.210282610136249
"173.txt",0.613660171799707,0.466527432829081,0.302197802197802,0.433380084151473,0.322303428282678,0.483582851309969,0.419765816889405,0.771375123205102,0.698080679658439,0.191632379986062,0.0725240935629125,0.231957241491004,0.240073803524071,0.0771638157810165
"8.txt",0.491902678639957,0.541402205999181,0.621693121693122,0.675698924731183,0.892920020691535,0.755642508789837,0.862685980352539,0.88935531626138,0.91291238658334,0.796632256854805,0.259963391746434,0.696748828193707,0,0.404848098152351
"66.txt",0.738648947951273,0.330425012633186,0.204081632653061,0.490376795879642,0.43352317137574,0.603379834410797,0.534729166995195,0.893124389194983,0.734736856332462,0.149944632364619,0.167176475208784,0.264203185577212,0.350619752494199,0.0985998785065608
"198.txt",0.792737658098735,0.262286445397757,0.238095238095238,0.644183773216031,0.104928412413327,0.687508756479795,0.445255308501566,0.872906696123514,0.665534385015654,0.384894479897768,0.205438457218154,0.391060412130562,0,0.227117351906559
